Song,Artist,Date,Streams,Rank,Country,Links,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Genre
Falling,Trevor Daniel,3/29/20,"108,426",4,in,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,0.784,0.43,-8.756,0.0364,0.123,0,0.0887,0.236,127.087,"['pop', 'post-teen pop']"
Blinding Lights,The Weeknd,3/29/20,"98,997",5,in,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Genda Phool (feat. Payal Dev),Badshah,3/30/20,"181,970",1,in,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf,0.955,0.538,-8.394,0.0734,0.132,0.00146,0.0704,0.837,116.977,"['desi hip hop', 'desi pop', 'desi trap', 'filmi', 'haryanvi pop', 'modern bollywood']"
Shayad,"Pritam, Arijit Singh",3/30/20,"135,571",2,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Intentions (feat. Quavo),Justin Bieber,3/30/20,"121,808",3,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
Falling,Trevor Daniel,3/30/20,"114,313",4,in,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,0.784,0.43,-8.756,0.0364,0.123,0,0.0887,0.236,127.087,"['pop', 'post-teen pop']"
Blinding Lights,The Weeknd,3/30/20,"105,085",5,in,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Genda Phool (feat. Payal Dev),Badshah,3/31/20,"195,248",1,in,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf,0.955,0.538,-8.394,0.0734,0.132,0.00146,0.0704,0.837,116.977,"['desi hip hop', 'desi pop', 'desi trap', 'filmi', 'haryanvi pop', 'modern bollywood']"
Shayad,"Pritam, Arijit Singh",3/31/20,"135,010",2,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Intentions (feat. Quavo),Justin Bieber,3/31/20,"118,786",3,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
Falling,Trevor Daniel,3/31/20,"112,477",4,in,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,0.784,0.43,-8.756,0.0364,0.123,0,0.0887,0.236,127.087,"['pop', 'post-teen pop']"
Blinding Lights,The Weeknd,3/31/20,"104,078",5,in,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Genda Phool (feat. Payal Dev),Badshah,4/1/20,"203,781",1,in,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf,0.955,0.538,-8.394,0.0734,0.132,0.00146,0.0704,0.837,116.977,"['desi hip hop', 'desi pop', 'desi trap', 'filmi', 'haryanvi pop', 'modern bollywood']"
Shayad,"Pritam, Arijit Singh",4/1/20,"135,057",2,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Intentions (feat. Quavo),Justin Bieber,4/1/20,"113,663",3,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
Falling,Trevor Daniel,4/1/20,"112,156",4,in,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,0.784,0.43,-8.756,0.0364,0.123,0,0.0887,0.236,127.087,"['pop', 'post-teen pop']"
Blinding Lights,The Weeknd,4/1/20,"101,504",5,in,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Genda Phool (feat. Payal Dev),Badshah,4/2/20,"201,296",1,in,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf,0.955,0.538,-8.394,0.0734,0.132,0.00146,0.0704,0.837,116.977,"['desi hip hop', 'desi pop', 'desi trap', 'filmi', 'haryanvi pop', 'modern bollywood']"
Shayad,"Pritam, Arijit Singh",4/2/20,"131,667",2,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Falling,Trevor Daniel,4/2/20,"109,704",3,in,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,0.784,0.43,-8.756,0.0364,0.123,0,0.0887,0.236,127.087,"['pop', 'post-teen pop']"
Intentions (feat. Quavo),Justin Bieber,4/2/20,"108,132",4,in,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,"['canadian pop', 'pop', 'post-teen pop']"
Blinding Lights,The Weeknd,4/2/20,"101,216",5,in,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Genda Phool (feat. Payal Dev),Badshah,4/3/20,"208,923",1,in,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf,0.955,0.538,-8.394,0.0734,0.132,0.00146,0.0704,0.837,116.977,"['desi hip hop', 'desi pop', 'desi trap', 'filmi', 'haryanvi pop', 'modern bollywood']"
Shayad,"Pritam, Arijit Singh",4/3/20,"133,128",2,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Falling,Trevor Daniel,4/3/20,"104,852",3,in,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,0.784,0.43,-8.756,0.0364,0.123,0,0.0887,0.236,127.087,"['pop', 'post-teen pop']"
Blinding Lights,The Weeknd,4/3/20,"99,143",4,in,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Illegal Weapon 2.0,"Jasmine Sandlas, Garry Sandhu",4/3/20,"98,143",5,in,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw,0.805,0.919,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993,"['desi pop', 'punjabi pop']"
Genda Phool (feat. Payal Dev),Badshah,4/4/20,"204,212",1,in,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf,0.955,0.538,-8.394,0.0734,0.132,0.00146,0.0704,0.837,116.977,"['desi hip hop', 'desi pop', 'desi trap', 'filmi', 'haryanvi pop', 'modern bollywood']"
Shayad,"Pritam, Arijit Singh",4/4/20,"135,119",2,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Falling,Trevor Daniel,4/4/20,"109,550",3,in,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,0.784,0.43,-8.756,0.0364,0.123,0,0.0887,0.236,127.087,"['pop', 'post-teen pop']"
Blinding Lights,The Weeknd,4/4/20,"101,989",4,in,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Illegal Weapon 2.0,"Jasmine Sandlas, Garry Sandhu",4/4/20,"100,178",5,in,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw,0.805,0.919,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993,"['desi pop', 'punjabi pop']"
Genda Phool (feat. Payal Dev),Badshah,4/5/20,"195,191",1,in,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf,0.955,0.538,-8.394,0.0734,0.132,0.00146,0.0704,0.837,116.977,"['desi hip hop', 'desi pop', 'desi trap', 'filmi', 'haryanvi pop', 'modern bollywood']"
Shayad,"Pritam, Arijit Singh",4/5/20,"134,180",2,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Falling,Trevor Daniel,4/5/20,"107,700",3,in,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,0.784,0.43,-8.756,0.0364,0.123,0,0.0887,0.236,127.087,"['pop', 'post-teen pop']"
Blinding Lights,The Weeknd,4/5/20,"105,308",4,in,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Illegal Weapon 2.0,"Jasmine Sandlas, Garry Sandhu",4/5/20,"99,999",5,in,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw,0.805,0.919,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993,"['desi pop', 'punjabi pop']"
Genda Phool (feat. Payal Dev),Badshah,4/6/20,"195,739",1,in,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf,0.955,0.538,-8.394,0.0734,0.132,0.00146,0.0704,0.837,116.977,"['desi hip hop', 'desi pop', 'desi trap', 'filmi', 'haryanvi pop', 'modern bollywood']"
Shayad,"Pritam, Arijit Singh",4/6/20,"139,849",2,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Falling,Trevor Daniel,4/6/20,"109,793",3,in,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,0.784,0.43,-8.756,0.0364,0.123,0,0.0887,0.236,127.087,"['pop', 'post-teen pop']"
Blinding Lights,The Weeknd,4/6/20,"108,578",4,in,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Illegal Weapon 2.0,"Jasmine Sandlas, Garry Sandhu",4/6/20,"102,458",5,in,https://open.spotify.com/track/7CY0CmCpSglfUKCBOOiRfw,0.805,0.919,-1.294,0.0938,0.101,0.00343,0.0598,0.494,94.993,"['desi pop', 'punjabi pop']"
Genda Phool (feat. Payal Dev),Badshah,4/7/20,"201,003",1,in,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf,0.955,0.538,-8.394,0.0734,0.132,0.00146,0.0704,0.837,116.977,"['desi hip hop', 'desi pop', 'desi trap', 'filmi', 'haryanvi pop', 'modern bollywood']"
Shayad,"Pritam, Arijit Singh",4/7/20,"138,041",2,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
death bed (coffee for your head),"Powfu, beabadoobee",4/7/20,"121,315",3,in,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,0.726,0.431,-8.765,0.135,0.731,0,0.696,0.348,144.026,"['emo rap', 'sad rap']"
Falling,Trevor Daniel,4/7/20,"111,021",4,in,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,0.784,0.43,-8.756,0.0364,0.123,0,0.0887,0.236,127.087,"['pop', 'post-teen pop']"
Blinding Lights,The Weeknd,4/7/20,"108,983",5,in,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Genda Phool (feat. Payal Dev),Badshah,4/8/20,"190,122",1,in,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf,0.955,0.538,-8.394,0.0734,0.132,0.00146,0.0704,0.837,116.977,"['desi hip hop', 'desi pop', 'desi trap', 'filmi', 'haryanvi pop', 'modern bollywood']"
Shayad,"Pritam, Arijit Singh",4/8/20,"132,587",2,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
death bed (coffee for your head),"Powfu, beabadoobee",4/8/20,"125,771",3,in,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,0.726,0.431,-8.765,0.135,0.731,0,0.696,0.348,144.026,"['emo rap', 'sad rap']"
Falling,Trevor Daniel,4/8/20,"108,830",4,in,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,0.784,0.43,-8.756,0.0364,0.123,0,0.0887,0.236,127.087,"['pop', 'post-teen pop']"
Blinding Lights,The Weeknd,4/8/20,"105,680",5,in,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Genda Phool (feat. Payal Dev),Badshah,4/9/20,"182,292",1,in,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf,0.955,0.538,-8.394,0.0734,0.132,0.00146,0.0704,0.837,116.977,"['desi hip hop', 'desi pop', 'desi trap', 'filmi', 'haryanvi pop', 'modern bollywood']"
death bed (coffee for your head),"Powfu, beabadoobee",4/9/20,"134,329",2,in,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,0.726,0.431,-8.765,0.135,0.731,0,0.696,0.348,144.026,"['emo rap', 'sad rap']"
Shayad,"Pritam, Arijit Singh",4/9/20,"129,879",3,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Falling,Trevor Daniel,4/9/20,"106,178",4,in,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,0.784,0.43,-8.756,0.0364,0.123,0,0.0887,0.236,127.087,"['pop', 'post-teen pop']"
Skechers,DripReport,4/9/20,"102,012",5,in,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu,0.903,0.327,-9.727,0.0877,0.26,0.011,0.108,0.274,100.008,['viral rap']
Genda Phool (feat. Payal Dev),Badshah,4/10/20,"182,626",1,in,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf,0.955,0.538,-8.394,0.0734,0.132,0.00146,0.0704,0.837,116.977,"['desi hip hop', 'desi pop', 'desi trap', 'filmi', 'haryanvi pop', 'modern bollywood']"
death bed (coffee for your head),"Powfu, beabadoobee",4/10/20,"135,663",2,in,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,0.726,0.431,-8.765,0.135,0.731,0,0.696,0.348,144.026,"['emo rap', 'sad rap']"
Shayad,"Pritam, Arijit Singh",4/10/20,"130,894",3,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Skechers,DripReport,4/10/20,"113,182",4,in,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu,0.903,0.327,-9.727,0.0877,0.26,0.011,0.108,0.274,100.008,['viral rap']
Falling,Trevor Daniel,4/10/20,"105,123",5,in,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,0.784,0.43,-8.756,0.0364,0.123,0,0.0887,0.236,127.087,"['pop', 'post-teen pop']"
Genda Phool (feat. Payal Dev),Badshah,4/11/20,"179,448",1,in,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf,0.955,0.538,-8.394,0.0734,0.132,0.00146,0.0704,0.837,116.977,"['desi hip hop', 'desi pop', 'desi trap', 'filmi', 'haryanvi pop', 'modern bollywood']"
death bed (coffee for your head),"Powfu, beabadoobee",4/11/20,"136,910",2,in,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,0.726,0.431,-8.765,0.135,0.731,0,0.696,0.348,144.026,"['emo rap', 'sad rap']"
Shayad,"Pritam, Arijit Singh",4/11/20,"128,692",3,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Skechers,DripReport,4/11/20,"114,186",4,in,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu,0.903,0.327,-9.727,0.0877,0.26,0.011,0.108,0.274,100.008,['viral rap']
Falling,Trevor Daniel,4/11/20,"105,996",5,in,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,0.784,0.43,-8.756,0.0364,0.123,0,0.0887,0.236,127.087,"['pop', 'post-teen pop']"
Genda Phool (feat. Payal Dev),Badshah,4/12/20,"171,446",1,in,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf,0.955,0.538,-8.394,0.0734,0.132,0.00146,0.0704,0.837,116.977,"['desi hip hop', 'desi pop', 'desi trap', 'filmi', 'haryanvi pop', 'modern bollywood']"
death bed (coffee for your head),"Powfu, beabadoobee",4/12/20,"132,442",2,in,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,0.726,0.431,-8.765,0.135,0.731,0,0.696,0.348,144.026,"['emo rap', 'sad rap']"
Shayad,"Pritam, Arijit Singh",4/12/20,"126,475",3,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Skechers,DripReport,4/12/20,"107,839",4,in,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu,0.903,0.327,-9.727,0.0877,0.26,0.011,0.108,0.274,100.008,['viral rap']
Falling,Trevor Daniel,4/12/20,"103,033",5,in,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,0.784,0.43,-8.756,0.0364,0.123,0,0.0887,0.236,127.087,"['pop', 'post-teen pop']"
Genda Phool (feat. Payal Dev),Badshah,4/13/20,"171,115",1,in,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf,0.955,0.538,-8.394,0.0734,0.132,0.00146,0.0704,0.837,116.977,"['desi hip hop', 'desi pop', 'desi trap', 'filmi', 'haryanvi pop', 'modern bollywood']"
death bed (coffee for your head),"Powfu, beabadoobee",4/13/20,"132,527",2,in,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,0.726,0.431,-8.765,0.135,0.731,0,0.696,0.348,144.026,"['emo rap', 'sad rap']"
Shayad,"Pritam, Arijit Singh",4/13/20,"125,983",3,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Skechers,DripReport,4/13/20,"108,158",4,in,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu,0.903,0.327,-9.727,0.0877,0.26,0.011,0.108,0.274,100.008,['viral rap']
Falling,Trevor Daniel,4/13/20,"104,591",5,in,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,0.784,0.43,-8.756,0.0364,0.123,0,0.0887,0.236,127.087,"['pop', 'post-teen pop']"
Genda Phool (feat. Payal Dev),Badshah,4/14/20,"164,205",1,in,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf,0.955,0.538,-8.394,0.0734,0.132,0.00146,0.0704,0.837,116.977,"['desi hip hop', 'desi pop', 'desi trap', 'filmi', 'haryanvi pop', 'modern bollywood']"
death bed (coffee for your head),"Powfu, beabadoobee",4/14/20,"128,949",2,in,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,0.726,0.431,-8.765,0.135,0.731,0,0.696,0.348,144.026,"['emo rap', 'sad rap']"
Shayad,"Pritam, Arijit Singh",4/14/20,"124,756",3,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Skechers,DripReport,4/14/20,"109,788",4,in,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu,0.903,0.327,-9.727,0.0877,0.26,0.011,0.108,0.274,100.008,['viral rap']
Falling,Trevor Daniel,4/14/20,"103,097",5,in,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,0.784,0.43,-8.756,0.0364,0.123,0,0.0887,0.236,127.087,"['pop', 'post-teen pop']"
Genda Phool (feat. Payal Dev),Badshah,4/15/20,"164,738",1,in,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf,0.955,0.538,-8.394,0.0734,0.132,0.00146,0.0704,0.837,116.977,"['desi hip hop', 'desi pop', 'desi trap', 'filmi', 'haryanvi pop', 'modern bollywood']"
death bed (coffee for your head),"Powfu, beabadoobee",4/15/20,"127,866",2,in,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,0.726,0.431,-8.765,0.135,0.731,0,0.696,0.348,144.026,"['emo rap', 'sad rap']"
Shayad,"Pritam, Arijit Singh",4/15/20,"123,483",3,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Skechers,DripReport,4/15/20,"109,900",4,in,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu,0.903,0.327,-9.727,0.0877,0.26,0.011,0.108,0.274,100.008,['viral rap']
Falling,Trevor Daniel,4/15/20,"102,137",5,in,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,0.784,0.43,-8.756,0.0364,0.123,0,0.0887,0.236,127.087,"['pop', 'post-teen pop']"
Genda Phool (feat. Payal Dev),Badshah,4/16/20,"163,074",1,in,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf,0.955,0.538,-8.394,0.0734,0.132,0.00146,0.0704,0.837,116.977,"['desi hip hop', 'desi pop', 'desi trap', 'filmi', 'haryanvi pop', 'modern bollywood']"
death bed (coffee for your head),"Powfu, beabadoobee",4/16/20,"125,600",2,in,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,0.726,0.431,-8.765,0.135,0.731,0,0.696,0.348,144.026,"['emo rap', 'sad rap']"
Shayad,"Pritam, Arijit Singh",4/16/20,"118,726",3,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Skechers,DripReport,4/16/20,"105,330",4,in,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu,0.903,0.327,-9.727,0.0877,0.26,0.011,0.108,0.274,100.008,['viral rap']
Falling,Trevor Daniel,4/16/20,"101,312",5,in,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,0.784,0.43,-8.756,0.0364,0.123,0,0.0887,0.236,127.087,"['pop', 'post-teen pop']"
Genda Phool (feat. Payal Dev),Badshah,4/17/20,"163,411",1,in,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf,0.955,0.538,-8.394,0.0734,0.132,0.00146,0.0704,0.837,116.977,"['desi hip hop', 'desi pop', 'desi trap', 'filmi', 'haryanvi pop', 'modern bollywood']"
death bed (coffee for your head),"Powfu, beabadoobee",4/17/20,"125,069",2,in,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,0.726,0.431,-8.765,0.135,0.731,0,0.696,0.348,144.026,"['emo rap', 'sad rap']"
Shayad,"Pritam, Arijit Singh",4/17/20,"117,895",3,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Skechers,DripReport,4/17/20,"105,172",4,in,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu,0.903,0.327,-9.727,0.0877,0.26,0.011,0.108,0.274,100.008,['viral rap']
Falling,Trevor Daniel,4/17/20,"100,988",5,in,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,0.784,0.43,-8.756,0.0364,0.123,0,0.0887,0.236,127.087,"['pop', 'post-teen pop']"
Genda Phool (feat. Payal Dev),Badshah,4/18/20,"161,334",1,in,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf,0.955,0.538,-8.394,0.0734,0.132,0.00146,0.0704,0.837,116.977,"['desi hip hop', 'desi pop', 'desi trap', 'filmi', 'haryanvi pop', 'modern bollywood']"
death bed (coffee for your head),"Powfu, beabadoobee",4/18/20,"123,523",2,in,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,0.726,0.431,-8.765,0.135,0.731,0,0.696,0.348,144.026,"['emo rap', 'sad rap']"
Shayad,"Pritam, Arijit Singh",4/18/20,"116,401",3,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Skechers,DripReport,4/18/20,"114,270",4,in,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu,0.903,0.327,-9.727,0.0877,0.26,0.011,0.108,0.274,100.008,['viral rap']
Falling,Trevor Daniel,4/18/20,"100,486",5,in,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,0.784,0.43,-8.756,0.0364,0.123,0,0.0887,0.236,127.087,"['pop', 'post-teen pop']"
Genda Phool (feat. Payal Dev),Badshah,4/19/20,"157,159",1,in,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf,0.955,0.538,-8.394,0.0734,0.132,0.00146,0.0704,0.837,116.977,"['desi hip hop', 'desi pop', 'desi trap', 'filmi', 'haryanvi pop', 'modern bollywood']"
death bed (coffee for your head),"Powfu, beabadoobee",4/19/20,"126,054",2,in,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,0.726,0.431,-8.765,0.135,0.731,0,0.696,0.348,144.026,"['emo rap', 'sad rap']"
Shayad,"Pritam, Arijit Singh",4/19/20,"114,032",3,in,https://open.spotify.com/track/1smFN2CLqGROu0J0UyvDfL,0.483,0.468,-7.642,0.0341,0.785,0,0.152,0.319,135.864,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
