Song,Artist,Date,Streams,Rank,Country,Links,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Genre
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/24/20,"479,136",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Rain On Me (with Ariana Grande),Lady Gaga,5/24/20,"392,112",2,gb,https://open.spotify.com/track/24ySl2hOPGCDcxBxFIqWBu,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
Blinding Lights,The Weeknd,5/24/20,"354,524",3,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Toosie Slide,Drake,5/24/20,"294,708",4,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Roses - Imanbek Remix,SAINt JHN,5/24/20,"287,524",5,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/25/20,"531,891",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Rain On Me (with Ariana Grande),Lady Gaga,5/25/20,"418,987",2,gb,https://open.spotify.com/track/24ySl2hOPGCDcxBxFIqWBu,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
Blinding Lights,The Weeknd,5/25/20,"415,759",3,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Roses - Imanbek Remix,SAINt JHN,5/25/20,"351,687",4,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
Toosie Slide,Drake,5/25/20,"342,850",5,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/26/20,"512,675",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Rain On Me (with Ariana Grande),Lady Gaga,5/26/20,"386,453",2,gb,https://open.spotify.com/track/24ySl2hOPGCDcxBxFIqWBu,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
Blinding Lights,The Weeknd,5/26/20,"362,602",3,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Toosie Slide,Drake,5/26/20,"310,320",4,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Roses - Imanbek Remix,SAINt JHN,5/26/20,"308,906",5,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/27/20,"528,520",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Blinding Lights,The Weeknd,5/27/20,"378,197",2,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Rain On Me (with Ariana Grande),Lady Gaga,5/27/20,"378,170",3,gb,https://open.spotify.com/track/24ySl2hOPGCDcxBxFIqWBu,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
Roses - Imanbek Remix,SAINt JHN,5/27/20,"325,203",4,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
Toosie Slide,Drake,5/27/20,"320,898",5,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/28/20,"556,966",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Rain On Me (with Ariana Grande),Lady Gaga,5/28/20,"398,427",2,gb,https://open.spotify.com/track/24ySl2hOPGCDcxBxFIqWBu,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
Blinding Lights,The Weeknd,5/28/20,"393,119",3,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Roses - Imanbek Remix,SAINt JHN,5/28/20,"334,087",4,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
Toosie Slide,Drake,5/28/20,"330,652",5,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Rain On Me (with Ariana Grande),Lady Gaga,5/29/20,"596,134",1,gb,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/29/20,"596,126",2,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Blinding Lights,The Weeknd,5/29/20,"426,142",3,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Roses - Imanbek Remix,SAINt JHN,5/29/20,"357,217",4,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
Sour Candy (with BLACKPINK),Lady Gaga,5/29/20,"353,281",5,gb,https://open.spotify.com/track/1IWNylpZ477gIVUDpJL66u,0.752,0.87,-3.812,0.0623,0.0604,1.12E-05,0.489,0.784,120.006,"['dance pop', 'pop', 'post-teen pop']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/30/20,"584,911",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Rain On Me (with Ariana Grande),Lady Gaga,5/30/20,"513,918",2,gb,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
Blinding Lights,The Weeknd,5/30/20,"451,601",3,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Toosie Slide,Drake,5/30/20,"397,040",4,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Roses - Imanbek Remix,SAINt JHN,5/30/20,"373,605",5,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,5/31/20,"519,375",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Rain On Me (with Ariana Grande),Lady Gaga,5/31/20,"422,680",2,gb,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
Blinding Lights,The Weeknd,5/31/20,"379,679",3,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Toosie Slide,Drake,5/31/20,"343,944",4,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Roses - Imanbek Remix,SAINt JHN,5/31/20,"312,896",5,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,6/1/20,"549,994",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Rain On Me (with Ariana Grande),Lady Gaga,6/1/20,"416,107",2,gb,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
Blinding Lights,The Weeknd,6/1/20,"359,282",3,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Toosie Slide,Drake,6/1/20,"338,619",4,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Roses - Imanbek Remix,SAINt JHN,6/1/20,"308,672",5,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,6/2/20,"547,459",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Rain On Me (with Ariana Grande),Lady Gaga,6/2/20,"377,768",2,gb,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
Blinding Lights,The Weeknd,6/2/20,"340,590",3,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Toosie Slide,Drake,6/2/20,"317,555",4,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Roses - Imanbek Remix,SAINt JHN,6/2/20,"291,187",5,gb,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,"['melodic rap', 'rap', 'slap house']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,6/3/20,"507,867",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Rain On Me (with Ariana Grande),Lady Gaga,6/3/20,"340,059",2,gb,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
Blinding Lights,The Weeknd,6/3/20,"303,704",3,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Toosie Slide,Drake,6/3/20,"286,503",4,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Rover (feat. DTG),S1mba,6/3/20,"259,479",5,gb,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf,0.613,0.624,-6.66,0.206,0.496,0,0.283,0.804,62.948,['afroswing']
ROCKSTAR (feat. Roddy Ricch),DaBaby,6/4/20,"499,407",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Rain On Me (with Ariana Grande),Lady Gaga,6/4/20,"328,794",2,gb,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
Blinding Lights,The Weeknd,6/4/20,"304,742",3,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Toosie Slide,Drake,6/4/20,"281,826",4,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
Rover (feat. DTG),S1mba,6/4/20,"263,466",5,gb,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf,0.613,0.624,-6.66,0.206,0.496,0,0.283,0.804,62.948,['afroswing']
ROCKSTAR (feat. Roddy Ricch),DaBaby,6/5/20,"534,553",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Rain On Me (with Ariana Grande),Lady Gaga,6/5/20,"360,944",2,gb,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
Blinding Lights,The Weeknd,6/5/20,"331,627",3,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Rover (feat. DTG),S1mba,6/5/20,"299,417",4,gb,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf,0.613,0.624,-6.66,0.206,0.496,0,0.283,0.804,62.948,['afroswing']
Toosie Slide,Drake,6/5/20,"296,740",5,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,6/6/20,"496,792",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Rain On Me (with Ariana Grande),Lady Gaga,6/6/20,"338,131",2,gb,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
Blinding Lights,The Weeknd,6/6/20,"326,360",3,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Rover (feat. DTG),S1mba,6/6/20,"287,741",4,gb,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf,0.613,0.624,-6.66,0.206,0.496,0,0.283,0.804,62.948,['afroswing']
Toosie Slide,Drake,6/6/20,"282,143",5,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,6/7/20,"448,319",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Rain On Me (with Ariana Grande),Lady Gaga,6/7/20,"295,202",2,gb,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
Blinding Lights,The Weeknd,6/7/20,"286,810",3,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Rover (feat. DTG),S1mba,6/7/20,"261,081",4,gb,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf,0.613,0.624,-6.66,0.206,0.496,0,0.283,0.804,62.948,['afroswing']
Toosie Slide,Drake,6/7/20,"248,855",5,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,6/8/20,"489,680",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Rain On Me (with Ariana Grande),Lady Gaga,6/8/20,"320,243",2,gb,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
Blinding Lights,The Weeknd,6/8/20,"301,077",3,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Rover (feat. DTG),S1mba,6/8/20,"285,656",4,gb,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf,0.613,0.624,-6.66,0.206,0.496,0,0.283,0.804,62.948,['afroswing']
Toosie Slide,Drake,6/8/20,"267,310",5,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,6/9/20,"493,844",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Rain On Me (with Ariana Grande),Lady Gaga,6/9/20,"322,906",2,gb,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
Blinding Lights,The Weeknd,6/9/20,"303,558",3,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Rover (feat. DTG),S1mba,6/9/20,"294,948",4,gb,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf,0.613,0.624,-6.66,0.206,0.496,0,0.283,0.804,62.948,['afroswing']
Toosie Slide,Drake,6/9/20,"269,012",5,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,6/10/20,"463,345",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Rain On Me (with Ariana Grande),Lady Gaga,6/10/20,"299,209",2,gb,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
Blinding Lights,The Weeknd,6/10/20,"284,800",3,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Rover (feat. DTG),S1mba,6/10/20,"268,577",4,gb,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf,0.613,0.624,-6.66,0.206,0.496,0,0.283,0.804,62.948,['afroswing']
Toosie Slide,Drake,6/10/20,"254,605",5,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,6/11/20,"473,179",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Rain On Me (with Ariana Grande),Lady Gaga,6/11/20,"315,045",2,gb,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
Blinding Lights,The Weeknd,6/11/20,"294,771",3,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Rover (feat. DTG),S1mba,6/11/20,"279,216",4,gb,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf,0.613,0.624,-6.66,0.206,0.496,0,0.283,0.804,62.948,['afroswing']
Toosie Slide,Drake,6/11/20,"259,279",5,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,6/12/20,"472,079",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Rain On Me (with Ariana Grande),Lady Gaga,6/12/20,"352,129",2,gb,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
Blinding Lights,The Weeknd,6/12/20,"331,361",3,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Rover (feat. DTG),S1mba,6/12/20,"303,878",4,gb,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf,0.613,0.624,-6.66,0.206,0.496,0,0.283,0.804,62.948,['afroswing']
Toosie Slide,Drake,6/12/20,"278,328",5,gb,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
ROCKSTAR (feat. Roddy Ricch),DaBaby,6/13/20,"496,249",1,gb,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,-7.956,0.164,0.247,0,0.101,0.497,89.977,"['north carolina hip hop', 'rap']"
Rain On Me (with Ariana Grande),Lady Gaga,6/13/20,"385,634",2,gb,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,"['dance pop', 'pop', 'post-teen pop']"
Blinding Lights,The Weeknd,6/13/20,"380,482",3,gb,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,-5.934,0.0598,0.00146,9.54E-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Rover (feat. DTG),S1mba,6/13/20,"337,291",4,gb,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf,0.613,0.624,-6.66,0.206,0.496,0,0.283,0.804,62.948,['afroswing']
